OBJECTID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,OwnOcc_e19,OwnOcc_m19,ValLt50k_e19,ValLt50k_m19,pValLt50k_e19,pValLt50k_m19,Val50_100k_e19,Val50_100k_m19,pVal50_100k_e19,pVal50_100k_m19,Val100_150k_e19,Val100_150k_m19,pVal100_150k_e19,pVal100_150k_m19,Val150_200k_e19,Val150_200k_m19,pVal150_200k_e19,pVal150_200k_m19,Val200_300k_e19,Val200_300k_m19,pVal200_300k_e19,pVal200_300k_m19,Val300_500k_e19,Val300_500k_m19,pVal300_500k_e19,pVal300_500k_m19,Val500k_1m_e19,Val500k_1m_m19,pVal500k_1m_e19,pVal500k_1m_m19,Val1mP_e19,Val1mP_m19,pVal1mP_e19,pVal1mP_m19,ValLt100k_e19,ValLt100k_m19,pValLt100k_e19,pValLt100k_m19,Val100_300k_e19,Val100_300k_m19,pVal100_300k_e19,pVal100_300k_m19,Val300kPlus_e19,Val300kPlus_m19,pVal300kPlus_e19,pVal300kPlus_m19,mMedHUValue_e19,mMedHUValue_m19,SHAPE_Length,SHAPE_Area
433,Northeast Georgia,No,30627,3477,ZCTA,ZCTA5 30627,776,128,172,90,22.2,11,214,81,27.6,9.3,119,48,15.3,5.7,113,47,14.6,5.5,94,43,12.1,5.2,34,27,4.4,3.4,24,26,3.1,3.3,6,21,0.8,2.7,386,121,49.7,13.3,326,80,42,7.6,64,43,8.2,5.4,101100,33845,1.52436225728465,0.0317509967431684
434,Northeast Georgia,No,30628,3478,ZCTA,ZCTA5 30628,2102,237,225,120,10.7,5.6,434,140,20.6,6.2,553,166,26.3,7.3,319,118,15.2,5.4,329,117,15.7,5.3,184,91,8.8,4.2,58,68,2.8,3.2,0,33,0,1.6,659,184,31.4,8,1201,235,57.1,9.1,242,118,11.5,5.5,137200,10492,0.856505112247839,0.0122951656294591
435,Northeast Georgia,No,30629,3479,ZCTA,ZCTA5 30629,1292,170,358,127,27.7,9.1,223,83,17.3,6,193,76,14.9,5.5,182,61,14.1,4.4,205,96,15.9,7.1,114,61,8.8,4.6,17,18,1.3,1.4,0,23,0,1.7,581,152,45,10.1,580,137,44.9,8.8,131,68,10.1,5.1,117900,28774,0.995390239072533,0.019171372843337
436,Coastal Regional Commission,No,31313,3669,ZCTA,ZCTA5 31313,7458,436,419,149,5.6,2,1948,302,26.1,3.7,2359,309,31.6,3.7,1475,240,19.8,3,955,239,12.8,3.1,236,113,3.2,1.5,50,44,0.7,0.6,16,33,0.2,0.4,2367,337,31.7,4.1,4789,458,64.2,4.9,302,126,4,1.7,126700,6038,0.931559300373954,0.0166174746034983
437,Northeast Georgia,No,30630,3480,ZCTA,ZCTA5 30630,627,135,92,63,14.7,9.5,155,69,24.7,9.6,179,82,28.5,11.5,139,79,22.2,11.7,43,29,6.9,4.3,19,18,3,2.9,0,18,0,2.9,0,23,0,3.6,247,93,39.4,12.2,361,118,57.6,14.1,19,34,3,5.4,116300,16488,0.629669697374125,0.00926642199133549
438,Central Savannah River Area,No,30631,3481,ZCTA,ZCTA5 30631,399,52,112,33,28.1,7.4,127,37,31.8,8.4,60,22,15,5.3,60,29,15,6.9,23,15,5.8,3.6,13,16,3.3,4.1,4,14,1,3.6,0,23,0,5.6,239,50,59.9,9.7,143,39,35.8,8.7,17,31,4.3,7.8,84300,13772,1.53796258265174,0.0488925756028753
439,GM / NE,No,30633,3482,ZCTA,ZCTA5 30633,2415,222,665,179,27.5,7,396,112,16.4,4.4,466,128,19.3,5,303,116,12.5,4.7,356,102,14.7,4,185,80,7.7,3.2,35,33,1.4,1.4,9,29,0.4,1.2,1061,211,43.9,7.8,1125,201,46.6,7.1,229,92,9.5,3.7,111100,12154,1.12049127389966,0.0255262879005395
440,GM / NE,No,30634,3483,ZCTA,ZCTA5 30634,666,155,162,89,24.3,12,188,82,28.2,10.4,108,54,16.2,7.3,89,79,13.4,11.5,27,29,4.1,4.3,66,87,9.9,12.9,17,26,2.6,3.9,9,23,1.4,3.5,350,121,52.6,13.4,224,100,33.6,12.9,92,94,13.8,13.7,91500,28225,1.06321044269714,0.0122817803520521
441,GM / NE,No,30635,3484,ZCTA,ZCTA5 30635,4333,265,882,184,20.4,4.1,1566,257,36.1,5.5,725,168,16.7,3.7,592,169,13.7,3.8,277,102,6.4,2.3,199,91,4.6,2.1,45,46,1,1.1,47,41,1.1,0.9,2448,316,56.5,6.4,1594,259,36.8,5.5,291,110,6.7,2.5,86100,7149,1.84027908312913,0.0775488466732948
442,Central Savannah River Area,No,30807,3541,ZCTA,ZCTA5 30807,32,21,10,31,31.3,95.1,19,29,59.4,81.3,2,14,6.3,42.3,1,13,3.1,41.1,0,18,0,57.5,0,18,0,57.5,0,18,0,57.5,0,23,0,70.4,29,42,90.6,118.6,3,26,9.4,82.2,0,34,0,107.5,58600,33271,0.0829919038259558,0.000155503787029499
443,Northeast Georgia,Partial,30641,3485,ZCTA,ZCTA5 30641,740,157,27,50,3.6,6.7,82,49,11.1,6.2,194,112,26.2,14,155,71,20.9,8.6,150,64,20.3,7.5,98,52,13.2,6.5,29,26,3.9,3.5,5,21,0.7,2.8,109,70,14.7,8.9,499,147,67.4,13.8,132,62,17.8,7.5,169700,24773,0.522290211804482,0.0086658061643413
444,Central Savannah River Area,No,30808,3542,ZCTA,ZCTA5 30808,1145,188,243,120,21.2,9.9,415,130,36.2,9.7,204,87,17.8,7,181,106,15.8,8.9,63,41,5.5,3.5,39,54,3.4,4.6,0,18,0,1.6,0,23,0,2,658,177,57.5,12.2,448,143,39.1,10.7,39,61,3.4,5.3,88900,12294,0.688034704699797,0.0162032002635754
445,Northeast Georgia,No,30642,3486,ZCTA,ZCTA5 30642,3976,232,319,97,8,2.4,620,149,15.6,3.6,317,93,8,2.3,263,113,6.6,2.8,353,89,8.9,2.2,691,136,17.4,3.3,916,134,23,3.1,497,102,12.5,2.5,939,178,23.6,4.3,933,171,23.5,4.1,2104,217,52.9,4.5,329200,35087,1.77420501373872,0.0530579575527761
446,Central Savannah River Area,No,30809,3543,ZCTA,ZCTA5 30809,12416,539,167,100,1.3,0.8,454,215,3.7,1.7,879,221,7.1,1.7,2286,380,18.4,3,4753,460,38.3,3.3,3227,358,26,2.7,626,161,5,1.3,24,50,0.2,0.4,621,237,5,1.9,7918,636,63.8,4.3,3877,396,31.2,2.9,258500,6628,0.604694978152921,0.0112444119280566
447,Georgia Mountains,No,30643,3487,ZCTA,ZCTA5 30643,4225,330,716,239,16.9,5.5,982,233,23.2,5.2,546,182,12.9,4.2,519,149,12.3,3.4,426,135,10.1,3.1,712,206,16.9,4.7,295,111,7,2.6,29,39,0.7,0.9,1698,334,40.2,7.3,1491,271,35.3,5.8,1036,237,24.5,5.3,136400,21839,1.17382435527091,0.0347879692203995
448,Central Savannah River Area,No,30810,3544,ZCTA,ZCTA5 30810,521,78,182,64,34.9,11.2,120,46,23,8.1,142,58,27.3,10.4,31,22,6,4,20,18,3.8,3.5,25,32,4.8,6.1,1,13,0.2,2.5,0,23,0,4.3,302,79,58,12.4,193,65,37,11.2,26,41,5,7.9,82000,21544,1.09774119642736,0.0206937753439633
449,Northeast Georgia,No,30646,3488,ZCTA,ZCTA5 30646,1768,258,112,94,6.3,5.2,360,157,20.4,8.4,378,159,21.4,8.5,160,89,9,4.9,455,152,25.7,7.7,249,118,14.1,6.3,37,42,2.1,2.4,17,40,1,2.2,472,183,26.7,9.6,993,238,56.2,10.6,303,131,17.1,7,157500,37990,0.781381108873822,0.00894858149852686
450,Central Savannah River Area,No,30812,3545,ZCTA,ZCTA5 30812,0,13,0,37,,,0,29,,,0,18,,,0,18,,,0,18,,,0,18,,,0,18,,,0,23,,,0,47,,,0,32,,,0,34,,,,,0.0275971352793022,3.33795295464555e-05
451,Northeast Georgia,No,30648,3489,ZCTA,ZCTA5 30648,923,151,340,147,36.8,14.8,150,70,16.3,7.1,174,67,18.9,6.5,85,37,9.2,3.7,104,40,11.3,4,58,36,6.3,3.8,12,21,1.3,2.2,0,23,0,2.4,490,163,53.1,15.4,363,86,39.3,6.8,70,47,7.6,5,88100,27785,1.14729489004602,0.0214024204403118
452,Central Savannah River Area,No,30813,3546,ZCTA,ZCTA5 30813,10007,772,365,161,3.6,1.6,1253,391,12.5,3.8,1479,366,14.8,3.5,2542,475,25.4,4.3,2864,468,28.6,4.1,1243,264,12.4,2.5,161,90,1.6,0.9,100,95,1,0.9,1618,423,16.2,4,6885,761,68.8,5.4,1504,294,15,2.7,186200,9162,0.698637167529078,0.0125082022254002
453,Northeast Georgia,Partial,30650,3490,ZCTA,ZCTA5 30650,3336,264,103,66,3.1,2,365,117,10.9,3.4,386,191,11.6,5.7,480,160,14.4,4.7,882,183,26.4,5.1,769,190,23.1,5.4,220,95,6.6,2.8,131,84,3.9,2.5,468,134,14,3.9,1748,310,52.4,8.3,1120,229,33.6,6.3,229900,15946,1.83437729709217,0.056374560701792
454,Central Savannah River Area,No,30814,3547,ZCTA,ZCTA5 30814,2101,263,186,114,8.9,5.3,562,197,26.7,8.8,513,149,24.4,6.4,201,69,9.6,3.1,479,140,22.8,6,118,78,5.6,3.6,19,39,0.9,1.9,23,46,1.1,2.2,748,228,35.6,9.9,1193,216,56.8,7.4,160,98,7.6,4.6,134000,11061,0.780571004290487,0.0128506178787936
455,Northeast Georgia,Yes,30655,3491,ZCTA,ZCTA5 30655,5619,344,264,130,4.7,2.3,911,268,16.2,4.7,988,181,17.6,3,1425,252,25.4,4.2,1200,218,21.4,3.7,692,144,12.3,2.5,139,56,2.5,1,0,43,0,0.8,1175,298,20.9,5.1,3613,380,64.3,5.5,831,161,14.8,2.7,171100,7446,1.17139918400228,0.0219829698776104
456,Central Savannah River Area,No,30815,3548,ZCTA,ZCTA5 30815,9875,550,979,219,9.9,2.2,3366,419,34.1,3.8,2128,330,21.5,3.1,1848,291,18.7,2.8,1155,242,11.7,2.4,319,158,3.2,1.6,42,37,0.4,0.4,38,58,0.4,0.6,4345,473,44,4.1,5131,502,52,4.2,399,173,4,1.7,112400,6755,1.68364198215517,0.0328997968067495
457,Northeast Georgia,Yes,30656,3492,ZCTA,ZCTA5 30656,4240,262,154,87,3.6,2.1,437,166,10.3,3.9,763,212,18,4.9,708,202,16.7,4.6,1038,222,24.5,5,945,189,22.3,4.2,165,88,3.9,2.1,30,44,0.7,1,591,188,13.9,4.4,2509,368,59.2,7.9,1140,214,26.9,4.8,204900,18242,0.800531539547838,0.0177899779503247
458,Central Savannah River Area,No,30816,3549,ZCTA,ZCTA5 30816,576,119,145,74,25.2,11.8,119,56,20.7,8.8,70,41,12.2,6.7,66,48,11.5,8,72,48,12.5,8,72,65,12.5,11,32,49,5.6,8.4,0,23,0,3.9,264,93,45.8,13.1,208,80,36.1,11.7,104,84,18.1,14.1,126500,63384,1.63210524516131,0.032944557359697
459,CSRA / NE,No,30660,3493,ZCTA,ZCTA5 30660,259,61,76,38,29.3,12.7,77,43,29.7,15.1,33,21,12.7,7.3,28,28,10.8,10.6,20,16,7.7,6,0,18,0,7.1,11,11,4.2,4.3,14,26,5.4,10.1,153,57,59.1,17.2,81,39,31.3,12.9,25,34,9.7,13,83900,34418,1.20611463621655,0.0253245880939906
460,Central Savannah River Area,No,30817,3550,ZCTA,ZCTA5 30817,2476,203,509,126,20.6,4.8,464,117,18.7,4.5,385,101,15.5,3.9,420,124,17,4.8,321,93,13,3.6,263,86,10.6,3.4,96,54,3.9,2.2,18,28,0.7,1.1,973,172,39.3,6.2,1126,185,45.5,6.5,377,105,15.2,4.1,132200,20044,1.63094837305781,0.0588573999773704
461,GM / NE,No,30662,3494,ZCTA,ZCTA5 30662,2111,215,349,101,16.5,4.5,498,126,23.6,5.5,542,135,25.7,5.8,388,101,18.4,4.4,148,69,7,3.2,94,53,4.5,2.4,91,56,4.3,2.6,1,28,0,1.3,847,162,40.1,6.5,1078,182,51.1,6.9,186,82,8.8,3.8,116400,9660,1.07504332608832,0.0205222937978344
462,Central Savannah River Area,No,30818,3551,ZCTA,ZCTA5 30818,148,67,58,56,39.2,33.5,48,40,32.4,22.4,42,39,28.4,23.3,0,18,0,12.4,0,18,0,12.4,0,18,0,12.4,0,18,0,12.4,0,23,0,15.2,106,69,71.6,33.2,42,47,28.4,29.2,0,34,0,23.2,59400,47164,0.585888511213648,0.00839553177845638
463,Central Savannah River Area,No,30820,3552,ZCTA,ZCTA5 30820,326,83,60,47,18.4,13.6,159,63,48.8,15,43,27,13.2,7.5,26,17,8,4.8,32,19,9.8,5.2,0,18,0,5.6,6,16,1.8,5,0,23,0,6.9,219,79,67.2,17.1,101,37,31,8.1,6,33,1.8,10.2,72500,10886,1.16848269763548,0.021246812602004
464,Central Savannah River Area,No,30821,3553,ZCTA,ZCTA5 30821,324,82,148,66,45.7,16.7,43,31,13.3,9,14,19,4.3,5.8,19,18,5.9,5.3,54,38,16.7,11,32,37,9.9,11.1,13,19,4,5.9,1,18,0.3,5.7,191,73,59,16.9,87,46,26.9,12.6,46,46,14.2,13.6,56400,48859,1.21811282027916,0.0261518558086991
465,Central Savannah River Area,No,30822,3554,ZCTA,ZCTA5 30822,216,144,128,137,59.3,49.4,11,37,5.1,17,0,18,0,8.5,0,18,0,8.5,77,94,35.6,36.2,0,18,0,8.5,0,18,0,8.5,0,23,0,10.4,139,142,64.4,49.6,77,97,35.6,38.1,0,34,0,15.9,,,0.659566353137586,0.00879644193464912
466,Central Savannah River Area,No,30823,3555,ZCTA,ZCTA5 30823,371,98,180,80,48.5,17.3,90,39,24.3,8.3,48,26,12.9,6.2,20,16,5.4,4,25,19,6.7,4.7,7,7,1.9,1.9,1,13,0.3,3.5,0,23,0,6.1,270,89,72.8,14.3,93,36,25.1,7.1,8,27,2.2,7.3,55000,26543,1.18738757952894,0.0182413104011471
467,Central Savannah River Area,No,30824,3556,ZCTA,ZCTA5 30824,3841,319,471,146,12.3,3.7,1149,254,29.9,6.1,754,211,19.6,5.2,435,134,11.3,3.4,628,151,16.3,3.7,316,105,8.2,2.7,57,36,1.5,0.9,31,42,0.8,1.1,1620,293,42.2,6.8,1817,292,47.3,6.5,404,119,10.5,3,115100,10151,1.68867751845851,0.0518774652414486
468,Central Savannah River Area,No,30828,3557,ZCTA,ZCTA5 30828,1060,98,378,108,35.7,9.6,339,92,32,8.1,104,54,9.8,5,110,56,10.4,5.2,55,34,5.2,3.2,71,46,6.7,4.3,3,14,0.3,1.4,0,23,0,2.1,717,141,67.6,11.8,269,85,25.4,7.6,74,53,7,5,67800,9435,1.53076356642494,0.0343951109658851
469,Central Savannah River Area,No,30830,3558,ZCTA,ZCTA5 30830,3383,305,848,234,25.1,6.5,871,205,25.7,5.6,597,194,17.6,5.5,665,216,19.7,6.1,232,104,6.9,3,93,67,2.7,2,59,61,1.7,1.8,18,43,0.5,1.3,1719,311,50.8,8,1494,308,44.2,8.2,170,100,5,2.9,97500,16146,2.69391922957759,0.0907304006121209
470,Central Savannah River Area,No,30833,3559,ZCTA,ZCTA5 30833,786,117,228,104,29,12.5,208,83,26.5,9.9,133,55,16.9,6.6,146,72,18.6,8.7,66,50,8.4,6.3,5,17,0.6,2.2,0,18,0,2.3,0,23,0,2.9,436,134,55.5,14.8,345,104,43.9,11.5,5,34,0.6,4.3,79300,34854,0.817871748900164,0.0171005381662875
471,Central Savannah River Area,No,30901,3560,ZCTA,ZCTA5 30901,1864,191,692,134,37.1,6.1,714,157,38.3,7.5,167,62,9,3.2,121,53,6.5,2.8,118,56,6.3,2.9,33,23,1.8,1.2,10,25,0.5,1.3,9,32,0.5,1.7,1406,207,75.4,7.9,406,99,21.8,4.8,52,47,2.8,2.5,66700,9009,0.527005103864245,0.00539822900284299
472,Central Savannah River Area,No,30903,3561,ZCTA,ZCTA5 30903,302,146,0,37,0,12.2,0,29,0,9.6,18,34,6,10.8,128,104,42.4,27.6,105,85,34.8,22.6,51,86,16.9,27.3,0,18,0,6.1,0,23,0,7.5,0,47,0,15.5,251,138,83.1,22,51,91,16.9,28.9,202400,43000,0.028063749311439,4.26756312644672e-05
473,Central Savannah River Area,No,30904,3562,ZCTA,ZCTA5 30904,4484,330,632,178,14.1,3.8,1534,245,34.2,4.9,1027,204,22.9,4.2,365,119,8.1,2.6,473,127,10.5,2.7,248,62,5.5,1.3,156,53,3.5,1.2,49,32,1.1,0.7,2166,303,48.3,5.7,1865,268,41.6,5.1,453,88,10.1,1.8,103500,8467,0.334442524604438,0.00278297654808002
474,Central Savannah River Area,No,30905,3563,ZCTA,ZCTA5 30905,3,7,0,54,0,1791.3,0,42,0,1416.2,0,27,0,895.7,0,27,0,895.7,3,20,100,633.3,0,27,0,895.7,0,27,0,895.7,0,33,0,1097,0,69,0,2283.5,3,43,100,1416.2,0,50,0,1675.6,,,0.300964877910562,0.00352175991457617
475,Central Savannah River Area,No,30906,3564,ZCTA,ZCTA5 30906,10902,532,1560,275,14.3,2.4,5653,493,51.9,3.7,2385,345,21.9,3,852,209,7.8,1.9,226,113,2.1,1,96,57,0.9,0.5,106,81,1,0.7,24,38,0.2,0.3,7213,564,66.2,4,3463,419,31.8,3.5,226,106,2.1,1,87300,2281,1.43510617654178,0.0215463909000319
476,Central Savannah River Area,No,30907,3565,ZCTA,ZCTA5 30907,13180,615,392,152,3,1.1,1032,205,7.8,1.5,4356,453,33.1,3.1,2552,363,19.4,2.6,2697,353,20.5,2.5,1637,293,12.4,2.1,442,140,3.4,1.1,72,78,0.5,0.6,1424,255,10.8,1.9,9605,679,72.9,3.9,2151,334,16.3,2.4,162200,5005,0.522700253213443,0.00633833723679767
477,Central Savannah River Area,No,30909,3566,ZCTA,ZCTA5 30909,8645,618,408,172,4.7,2,1405,326,16.3,3.6,2045,394,23.7,4.2,2141,388,24.8,4.1,1415,252,16.4,2.7,766,186,8.9,2.1,411,100,4.8,1.1,54,53,0.6,0.6,1813,369,21,4,5601,607,64.8,5.3,1231,218,14.2,2.3,159400,7453,0.533421813709564,0.00656200246089702
478,Central Savannah River Area,No,30912,3567,ZCTA,ZCTA5 30912,0,13,0,37,,,0,29,,,0,18,,,0,18,,,0,18,,,0,18,,,0,18,,,0,23,,,0,47,,,0,32,,,0,34,,,,,0.0362438781067235,3.70770992824346e-05
479,Heart of Georgia Altamaha,No,31001,3568,ZCTA,ZCTA5 31001,624,108,266,72,42.6,8.9,153,52,24.5,7.2,105,52,16.8,7.9,37,23,5.9,3.5,49,32,7.9,4.9,14,26,2.2,4.2,0,18,0,2.9,0,23,0,3.6,419,89,67.1,8.4,191,65,30.6,9.1,14,39,2.2,6.3,56200,10579,1.67740749481863,0.0439928130272042
480,Atlanta Regional Commission,Yes,30038,3171,ZCTA,ZCTA5 30038,7558,684,496,181,6.6,2.3,1608,473,21.3,6,1943,503,25.7,6.2,1274,400,16.9,5.1,1244,330,16.5,4.1,804,246,10.6,3.1,107,108,1.4,1.4,82,87,1.1,1.2,2104,507,27.8,6.2,4461,723,59,7.9,993,283,13.1,3.5,142100,12307,0.469856970135006,0.00741288858553353
481,Atlanta Regional Commission,Yes,30039,3172,ZCTA,ZCTA5 30039,11629,611,307,161,2.6,1.4,853,244,7.3,2.1,2568,455,22.1,3.7,3622,615,31.1,5,3160,534,27.2,4.4,1048,282,9,2.4,71,65,0.6,0.6,0,48,0,0.4,1160,292,10,2.5,9350,933,80.4,6.8,1119,293,9.6,2.5,177500,7231,0.467116515841008,0.0064309012562554
482,Coastal Regional Commission,No,31323,3677,ZCTA,ZCTA5 31323,499,99,181,69,36.3,11.8,104,39,20.8,6.7,112,65,22.4,12.1,63,35,12.6,6.6,19,12,3.8,2.3,13,19,2.6,3.8,7,17,1.4,3.4,0,23,0,4.5,285,80,57.1,11.2,194,75,38.9,12.8,20,34,4,6.8,83200,17764,1.86080261654093,0.0333158142771837
483,Coastal Regional Commission,No,31324,3678,ZCTA,ZCTA5 31324,6360,362,148,83,2.3,1.3,305,117,4.8,1.8,404,117,6.4,1.8,879,204,13.8,3.1,2184,305,34.3,4.4,1931,303,30.4,4.4,440,193,6.9,3,69,54,1.1,0.9,453,143,7.1,2.2,3467,385,54.5,5.2,2440,364,38.4,5.3,269200,7434,1.30009000807194,0.0351692676532861
484,Coastal Regional Commission,No,31326,3679,ZCTA,ZCTA5 31326,5362,368,354,131,6.6,2.4,497,161,9.3,2.9,1004,212,18.7,3.7,1203,245,22.4,4.3,1682,269,31.4,4.5,562,144,10.5,2.6,60,47,1.1,0.9,0,43,0,0.8,851,208,15.9,3.7,3889,421,72.5,6.1,622,157,11.6,2.8,177500,13691,0.903738641103282,0.0174588111403629
485,River Valley,No,31909,3853,ZCTA,ZCTA5 31909,7337,493,209,111,2.8,1.5,799,198,10.9,2.6,2117,339,28.9,4.2,2174,318,29.6,3.9,1589,239,21.7,2.9,358,159,4.9,2.1,60,60,0.8,0.8,31,48,0.4,0.7,1008,227,13.7,2.9,5880,523,80.1,4.7,449,177,6.1,2.4,160200,4703,0.440168581785269,0.00457253060846103
486,Southwest Georgia,No,39813,3854,ZCTA,ZCTA5 39813,463,112,193,66,41.7,10.1,131,58,28.3,10.5,22,18,4.8,3.8,25,18,5.4,3.6,67,51,14.5,10.5,24,33,5.2,6.9,1,13,0.2,2.9,0,23,0,4.9,324,88,70,8.6,114,57,24.6,10.8,25,42,5.4,9,76500,16360,1.21719180202148,0.0304747390028047
487,Atlanta Regional Commission,Yes,30322,3336,ZCTA,ZCTA5 30322,0,13,0,37,,,0,29,,,0,18,,,0,18,,,0,18,,,0,18,,,0,18,,,0,23,,,0,47,,,0,32,,,0,34,,,,,0.0626069304847286,0.000109087271823479
488,Atlanta Regional Commission,Yes,30324,3337,ZCTA,ZCTA5 30324,5823,349,59,69,1,1.2,108,70,1.9,1.2,450,181,7.7,3.1,450,149,7.7,2.5,1149,238,19.7,3.9,1701,273,29.2,4.4,1537,289,26.4,4.7,369,111,6.3,1.9,167,99,2.9,1.7,2049,334,35.2,5.3,3607,413,61.9,6,385100,28782,0.3105808393012,0.00133822435619334
489,Atlanta Regional Commission,Yes,30326,3338,ZCTA,ZCTA5 30326,1260,220,19,59,1.5,4.7,0,42,0,3.4,27,47,2.1,3.7,54,39,4.3,3,460,161,36.5,11.1,286,123,22.7,8.9,278,129,22.1,9.5,136,90,10.8,6.9,19,73,1.5,5.8,541,172,42.9,11.4,700,199,55.6,12.5,347600,91948,0.0741935999108078,0.000174540624687314
490,Atlanta Regional Commission,Yes,30327,3339,ZCTA,ZCTA5 30327,7305,272,35,66,0.5,0.9,50,59,0.7,0.8,137,68,1.9,0.9,451,127,6.2,1.7,404,127,5.5,1.7,641,155,8.8,2.1,2667,280,36.5,3.6,2920,273,40,3.4,85,89,1.2,1.2,992,192,13.6,2.6,6228,421,85.3,4.8,877400,32701,0.413904086559022,0.00431017632757105
491,Atlanta Regional Commission,Yes,30328,3340,ZCTA,ZCTA5 30328,9991,481,57,96,0.6,1,316,141,3.2,1.4,844,215,8.4,2.1,824,186,8.2,1.8,958,232,9.6,2.3,3603,350,36.1,3,2852,381,28.5,3.6,537,178,5.4,1.8,373,170,3.7,1.7,2626,367,26.3,3.4,6992,547,70,4.3,420700,16240,0.327621929363748,0.00331777540291407
492,Atlanta Regional Commission,Yes,30329,3341,ZCTA,ZCTA5 30329,2935,251,39,67,1.3,2.3,19,48,0.6,1.6,120,88,4.1,3,334,108,11.4,3.6,674,175,23,5.6,1289,175,43.9,4.6,424,111,14.4,3.6,36,47,1.2,1.6,58,83,2,2.8,1128,224,38.4,6.9,1749,213,59.6,5.1,333900,16372,0.346812511377053,0.00137736176965372
493,Atlanta Regional Commission,Yes,30331,3342,ZCTA,ZCTA5 30331,12134,745,938,239,7.7,1.9,2291,398,18.9,3.1,2195,411,18.1,3.2,1982,468,16.3,3.7,3177,542,26.2,4.2,1194,270,9.8,2.1,291,114,2.4,0.9,66,58,0.5,0.5,3229,464,26.6,3.5,7354,825,60.6,5.7,1551,298,12.8,2.3,166500,11665,0.804743500112794,0.0094768263806371
494,Atlanta Regional Commission,Yes,30332,3343,ZCTA,ZCTA5 30332,0,13,0,37,,,0,29,,,0,18,,,0,18,,,0,18,,,0,18,,,0,18,,,0,23,,,0,47,,,0,32,,,0,34,,,,,0.0194097671429022,2.12241510685e-05
495,Atlanta Regional Commission,Yes,30334,3344,ZCTA,ZCTA5 30334,0,13,0,37,,,0,29,,,0,18,,,0,18,,,0,18,,,0,18,,,0,18,,,0,23,,,0,47,,,0,32,,,0,34,,,,,0.0205817793478529,1.2319423658005e-05
496,Atlanta Regional Commission,Yes,30336,3345,ZCTA,ZCTA5 30336,9,16,0,37,0,408.6,0,29,0,323,0,18,0,204.3,0,18,0,204.3,9,21,100,144.4,0,18,0,204.3,0,18,0,204.3,0,23,0,250.2,0,47,0,520.8,9,33,100,323,0,34,0,382.2,,,0.426228423292086,0.00268933868235149
497,Atlanta Regional Commission,Yes,30337,3346,ZCTA,ZCTA5 30337,1668,253,19,56,1.1,3.3,322,122,19.3,6.7,285,112,17.1,6.2,338,89,20.3,4.4,349,108,20.9,5.6,263,122,15.8,6.9,92,62,5.5,3.6,0,36,0,2.2,341,134,20.4,7.4,972,179,58.3,6.1,355,142,21.3,7.8,176800,20180,0.321085396154462,0.003037781233298
498,Atlanta Regional Commission,Yes,30338,3347,ZCTA,ZCTA5 30338,9456,434,49,81,0.5,0.9,45,54,0.5,0.6,462,170,4.9,1.8,416,134,4.4,1.4,662,168,7,1.7,4270,388,45.2,3.5,3404,289,36,2.6,148,72,1.6,0.8,94,98,1,1,1540,274,16.3,2.8,7822,489,82.7,3.5,454800,9474,0.271718799056631,0.00249949297451172
499,Atlanta Regional Commission,Yes,30339,3348,ZCTA,ZCTA5 30339,4116,354,55,74,1.3,1.8,95,80,2.3,1.9,74,45,1.8,1.1,649,189,15.8,4.4,821,194,19.9,4.4,994,173,24.1,3.6,905,179,22,3.9,523,132,12.7,3,150,109,3.6,2.6,1544,275,37.5,5.8,2422,282,58.8,4.6,346400,20296,0.47311372069965,0.00216898725046205
500,Atlanta Regional Commission,Yes,30340,3349,ZCTA,ZCTA5 30340,4278,345,184,113,4.3,2.6,355,130,8.3,3,962,230,22.5,5.1,592,152,13.8,3.4,981,192,22.9,4.1,1137,170,26.6,3.3,67,42,1.6,1,0,43,0,1,539,172,12.6,3.9,2535,336,59.3,6.2,1204,180,28.1,3.5,205000,21092,0.368252093045332,0.00215778082059402
501,Atlanta Regional Commission,Yes,30341,3350,ZCTA,ZCTA5 30341,6185,379,40,65,0.6,1,266,138,4.3,2.2,336,108,5.4,1.7,600,133,9.7,2.1,1505,252,24.3,3.8,2640,326,42.7,4.6,729,171,11.8,2.7,69,74,1.1,1.2,306,153,4.9,2.4,2441,304,39.5,4.3,3438,376,55.6,5,322200,15265,0.401921175773449,0.00256525871190544
502,Atlanta Regional Commission,Yes,30342,3351,ZCTA,ZCTA5 30342,6516,352,52,70,0.8,1.1,232,138,3.6,2.1,235,95,3.6,1.4,333,121,5.1,1.8,525,170,8.1,2.6,1003,194,15.4,2.9,2665,330,40.9,4.6,1471,250,22.6,3.6,284,154,4.4,2.4,1093,229,16.8,3.4,5139,458,78.9,5.6,633800,31586,0.309310251759361,0.00227436592297105
503,Atlanta Regional Commission,Yes,30344,3352,ZCTA,ZCTA5 30344,5256,402,463,148,8.8,2.7,1474,240,28,4,1006,234,19.1,4.2,1284,233,24.4,4,797,184,15.2,3.3,187,87,3.6,1.6,23,24,0.4,0.5,22,46,0.4,0.9,1937,282,36.9,4.6,3087,378,58.7,5.6,232,101,4.4,1.9,135300,11080,0.456684322235786,0.00305136353754273
